nct_id,official_title,brief_title,phase,start_date,completion_date,enrollment,primary_outcomes,secondary_outcomes,registration_date,results_first_posted_date,ctgov_pmid,population_class,population_notes,pmid,linkage_method,linkage_confidence,abstract_text,published_endpoint,first_author,pub_year,journal,linkage_notes,linkage_flag,pair_id,similarity_score,routing
NCT05093621,Torsemide Comparison With Furosemide for Management of Patients With Stable Heart Failure,Torsemide Comparison With Furosemide for Management of Patients With Stable Heart Failure,PHASE3,2021-02-08,2023-06-30,47,"Number of Participants All-cause Mortality, Measured at 1 Year.",All-cause Hospitalization | Total Hospitalizations | Change in Weight,2021-10-13,,39196651,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT00232180,The Effect Of Eplerenone Versus Placebo On Cardiovascular Mortality And Heart Failure Hospitalization In Subjects With NYHA Class II Chronic Systolic Heart Failure,A Comparison Of Outcomes In Patients In New York Heart Association (NYHA) Class II Heart Failure When Treated With Eplerenone Or Placebo In Addition To Standard Heart Failure Medicines,PHASE3,2006-03,2012-01,2743,Number of Participants With First Occurrence of Cardiovascular (CV) Mortality or Hospitalization Due to Heart Failure (HF) (Adjudicated): Up to Cut-off Date | Number of Participants With First Occurrence of Cardiovascular (CV) Mortality or Hospitalization Due to Heart Failure (HF) (Adjudicated),Number of Participants With First Occurrence of All-Cause Mortality or Heart Failure (HF) Hospitalization (Adjudicated) | Number of Participants With First Occurrence of All-Cause Mortality (Adjudicated) | Number of Participants With First Occurrence of Cardiovascular (CV) Mortality (Adjudicated) | Number of Participants With First Occurrence of All-Cause Hospitalization (Adjudicated) | Number of Participants With First Occurrence of Heart Failure (HF) Hospitalization (Adjudicated) | Number of Participants With First Occurrence of All-Cause Mortality or All-Cause Hospitalization (Adjudicated) | Number of Participants With First Occurrence Of Heart Failure (HF) Mortality or Heart Failure (HF) Hospitalization (Adjudicated) | Number of Participants With First Occurrence of Cardiovascular (CV) Hospitalization (Adjudicated) | Number of Participants With First Occurrence of Fatal or Non-fatal Myocardial Infarction (Adjudicated) | Number of Participants With First Occurrence of Fatal or Non-fatal Stroke (Adjudicated) | Number of Participants With First Occurrence of Implantation of Cardiac Defibrillator (ICD) (Adjudicated) | Number of Participants With First Occurrence of Implantation of Resynchronization Device (Cardiac Resynchronization Therapy [CRT]) (Adjudicated) | Number of Participants With First Occurrence of Hospitalization Due to Worsening Renal Function (Adjudicated) | Number of Participants With First Occurrence of Hospitalization Due to Hyperkalemia (Adjudicated) | Number of Participants With New Onset Atrial Fibrillation or Flutter | Number of Participants With New Onset Diabetes Mellitus (DM),2005-09-30,,20388647,hfref_confirmed,HFrEF keyword in title/conditions,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT01516346,Effect of Organic Nitrates and Hydralazine on Wave Reflections and Left Ventricular Structure and Function in Heart Failure With Preserved Ejection Fraction,Vasodilator Therapy for Heart Failure and Preserved Ejection Fraction,PHASE2,2012-01,2017-08-18,44,Wave Reflection Magnitude,LV Mass | Quality of Life (Kansas City Cardiomyopathy Questionnaire Score) | Early Diastolic Mitral Annular Velocity | Myocardial Extracellular Volume Fraction,2012-01-19,,28219917,mixed_flag,HFrEF keyword in title/conditions; HFpEF keyword detected,28219917,direct,High,"BACKGROUND: Wave reflections, which are increased in patients with heart failure with preserved ejection fraction, impair diastolic function and promote pathologic myocardial remodeling. Organic nitrates reduce wave reflections acutely, but whether this is sustained chronically or affected by hydralazine coadministration is unknown.
METHODS AND RESULTS: We randomized 44 patients with heart failure with preserved ejection fraction in a double-blinded fashion to isosorbide dinitrate (ISDN; n=13), ISDN+hydralazine (ISDN+hydral; n=15), or placebo (n=16) for 6 months. The primary end point was the change in reflection magnitude (RM; assessed with arterial tonometry and Doppler echocardiography). Secondary end points included change in left ventricular mass and fibrosis, measured with cardiac magnetic resonance imaging, and the 6-minute walk distance. ISDN reduced aortic characteristic impedance (mean baseline=0.15 [95% CI, 0.14-0.17], 3 months=0.11 [95% CI, 0.10-0.13], 6 months=0.10 [95% CI, 0.08-0.12] mm Hg/mL per second; P=0.003) and forward wave amplitude (Pf, mean baseline=54.8 [95% CI, 47.6-62.0], 3 months=42.2 [95% CI, 33.2-51.3]; 6 months=37.0 [95% CI, 27.2-46.8] mm Hg, P=0.04), but had no effect on RM (P=0.64), left ventricular mass (P=0.33), or fibrosis (P=0.63). ISDN+hydral increased RM (mean baseline=0.39 [95% CI, 0.35-0.43]; 3 months=0.31 [95% CI, 0.25-0.36]; 6 months=0.44 [95% CI, 0.37-0.51], P=0.03), reduced 6-minute walk distance (mean baseline=343.3 [95% CI, 319.2-367.4]; 6 months=277.0 [95% CI, 242.7-311.4] meters, P=0.022), and increased native myocardial T1 (mean baseline=1016.2 [95% CI, 1002.7-1029.7]; 6 months=1054.5 [95% CI, 1036.5-1072.3], P=0.021). A high proportion of patients experienced adverse events with active therapy (ISDN=61.5%, ISDN+hydral=60.0%; placebo=12.5%; P=0.007).
CONCLUSIONS: ISDN, with or without hydralazine, does not exert beneficial effects on RM, left ventricular remodeling, or submaximal exercise and is poorly tolerated. ISDN+hydral appears to have deleterious effects on RM, myocardial remodeling, and submaximal exercise. Our findings do not support the routine use of these vasodilators in patients with heart failure with preserved ejection fraction.
CLINICAL TRIAL REGISTRATION: URL: www.clinicaltrials.gov. Unique identifier: NCT01516346.",primary end point was the change in reflection magnitude (RM; assessed with arterial tonometry and Doppler echocardiography),Zamani,2017,J Am Heart Assoc,CT.gov RESULT reference PMID 28219917 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Randomized Controlled Trial.,,NCT01516346_28219917,0.4503,auto_major_switch
NCT00791843,The Effect of GHRH Therapy on Myocardial Structure and Function in Congestive Heart Failure,The Effect of GHRH Therapy on Myocardial Structure and Function in Congestive Heart Failure,PHASE2,2004-03,2011-08,3,"PP1- Serum IGF-1 Levels, DXA, Resting Metabolic Rate, Total Body Water, 3-D Echo, Cardiac MRI, Dobutamine Stress Echocardiogram, Ergometry, General Health Assessment, Physical Exam",,2008-11-13,,,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT03797001,The Effects of Interleukin-1 Blockade On Exercise Capacity In Patients With Recently Decompensated Systolic Heart Failure,Interleukin-1 Blockade In Recently Decompensated Heart Failure - 2,PHASE2,2019-01-04,2024-07-22,102,Changes in Peak Oxygen Consumption (VO2),,2019-01-02,,35283262,hfref_confirmed,HFrEF keyword in title/conditions; LVEF ≤ 40% in eligibility criteria,35283262,direct,High,"INTRODUCTION: Heart failure is a clinical condition that notably affects the lives of patients in rural areas. Partnering of a rural satellite hospital with an urban academic medical center may provide geographically underrepresented populations with heart failure an opportunity to access to controlled clinical trials (CCTs).
METHODS: We report our experience in screening, consenting and enrolling subjects at the VCU Health Community Memorial Hospital (VCU-CMH) in rural South Hill, Virginia, that is part of the larger VCU Health network, with the lead institution being VCU Health Medical College of Virginia Hospitals (VCU-MCV), Richmond, VA. Subjects were enrolled in a clinical trial sponsored by the National Institutes of Health and assigned to treatment with an anti-inflammatory drug for heart failure or placebo. We used the electronic health record and remote guidance and oversight from the VCU-MCV resources using a close-loop communication network to work with local resources at the facility to perform screening, consenting and enrollment.
RESULTS: One hundred subjects with recently decompensated heart failure were screened between January 2019 and August 2021, of these 61 are enrolled to date: 52 (85%) at VCU-MCV and 9 (15%) at VCU-CMH. Of the subjects enrolled at VCU-CMH, 33% were female, 77% Black, with a mean age of 52 ± 10 years.
CONCLUSION: The use of a combination of virtual/remote monitoring and guidance of local resources in this trial provides an opportunity for decentralization and access of CCTs for potential novel treatment of heart failure to underrepresented individuals from rural areas.
TRIAL REGISTRATION: ClinicalTrials.gov: NCT03797001.","One hundred subjects with recently decompensated heart failure were screened between January 2019 and August 2021, of these 61 are enrolled to date: 52 (85%) at VCU-MCV and 9 (15%) at VCU-CMH. Of the subjects enrolled at VCU-CMH, 33% were female, 77% Black, with a mean age of 52 ± 10 years.",Sedhai,2022,Contemp Clin Trials,CT.gov RESULT reference PMID 35283262 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Clinical Trial. Results section present.,,NCT03797001_35283262,0.2575,auto_major_switch
NCT02002702,"A Multicenter, Randomized, Double-blind, Placebo-controlled Phase II Study to Assess the Safety, Tolerability and Pharmacokinetics of Serelaxin When Added to Standard Therapy in Japanese Acute Heart Failure Patients","Study of Safety, Tolerability and Pharmacokinetics of Serelaxin in Japanese Acute Heart Failure (AHF) Patients",PHASE2,2014-01,2014-08,46,"Number of Participants With Adverse Events (AEs), Serious Adverse Events (SAEs), Discontinuations Due to AEs and SAEs, AEs Requiring Dose Adjustment or Interruption and Additional Therapy | Maximum Plasma Concentration (Cmax) of Serelaxin | Weight Adjusted Clearance (CL) of Serelaxin | Concentration at Steady-state (Css) of Serelaxin",Change From Baseline in Area Under the Curve (AUC) for Systolic Blood Pressure (SBP) Through 48 Hours of Infusion at Day 5 | Change From Baseline in Aldosterone Levels Through Day 14 | Change From Baseline in Cystatin-C Levels Through Day 14 | Change From Baseline in High Sensitivity Troponin-T Levels Through Day 14 | Change From Baseline in NT-proBNP Levels Through Day 14 | Change From Baseline in Neutrophil Gelatinase-asc Lipocalin (NGAL) Levels Through Day 14,2013-12-01,,,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed match found (best Jaccard=0.436 below medium threshold 0.5). Manual review required.,FLAGGED_FOR_REVIEW,,,
NCT03087773,Impact of EMpagliflozin on Cardiac Function and Biomarkers of Heart Failure in Patients With Acute MYocardial Infarction,Impact of EMpagliflozin on Cardiac Function and Biomarkers of Heart Failure in Patients With Acute MYocardial Infarction,PHASE3,2017-05-11,2022-05-17,476,Changes of Nt-proBNP (N-terminales Pro Brain Natriuretic Peptide) Levels,Changes in Ejection Fraction | Changes in Left Ventricular End-diastolic Volume | Duration of Hospital Stay | Changes in E/è Ratio From Baseline to Week 26 | Changes in Left Ventricular End-systolic Volume (LVESV) From Baselin to Week 26,2017-03-17,,36036746,ambiguous,No ejection-fraction criteria found in available text,36036746,direct,High,"AIMS: Sodium-glucose co-transporter 2 inhibition reduces the risk of hospitalization for heart failure and for death in patients with symptomatic heart failure. However, trials investigating the effects of this drug class in patients following acute myocardial infarction are lacking.
METHODS AND RESULTS: In this academic, multicentre, double-blind trial, patients (n = 476) with acute myocardial infarction accompanied by a large creatine kinase elevation (>800 IU/L) were randomly assigned to empagliflozin 10 mg or matching placebo once daily within 72 h of percutaneous coronary intervention. The primary outcome was the N-terminal pro-hormone of brain natriuretic peptide (NT-proBNP) change over 26 weeks. Secondary outcomes included changes in echocardiographic parameters. Baseline median (interquartile range) NT-proBNP was 1294 (757-2246) pg/mL. NT-proBNP reduction was significantly greater in the empagliflozin group, compared with placebo, being 15% lower [95% confidence interval (CI) -4.4% to -23.6%] after adjusting for baseline NT-proBNP, sex, and diabetes status (P = 0.026). Absolute left-ventricular ejection fraction improvement was significantly greater (1.5%, 95% CI 0.2-2.9%, P = 0.029), mean E/e' reduction was 6.8% (95% CI 1.3-11.3%, P = 0.015) greater, and left-ventricular end-systolic and end-diastolic volumes were lower by 7.5 mL (95% CI 3.4-11.5 mL, P = 0.0003) and 9.7 mL (95% CI 3.7-15.7 mL, P = 0.0015), respectively, in the empagliflozin group, compared with placebo. Seven patients were hospitalized for heart failure (three in the empagliflozin group). Other predefined serious adverse events were rare and did not differ significantly between groups.
CONCLUSION: In patients with a recent myocardial infarction, empagliflozin was associated with a significantly greater NT-proBNP reduction over 26 weeks, accompanied by a significant improvement in echocardiographic functional and structural parameters.
CLINICALTRIALS.GOV REGISTRATION: NCT03087773.",primary outcome was the N-terminal pro-hormone of brain natriuretic peptide (NT-proBNP) change over 26 weeks,von Lewinski,2022,Eur Heart J,"CT.gov RESULT reference PMID 36036746 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Multicenter Study, Randomized Controlled Trial.",,NCT03087773_36036746,0.6922,llm
NCT03357731,"A Multicenter, Randomized, Double-Blind, Placebo- and Active-Controlled, Cross-over Phase 2 Study of Continuous 5-Hour Intravenous Infusions of BMS-986231 in Patients With Heart Failure and Impaired Systolic Function",A Study of Continuous Infusions of HNO (Nitroxyl) Donor in Patients With Heart Failure and Impaired Systolic Function,PHASE2,2017-11-30,2019-05-10,49,"Mean Stroke Volume Index (SVI) Derived From the Velocity Time Integral at the Left Ventricular Outflow Tract (LVOT VTI) at the End of the 5-hour Infusion of BMS-986231, Versus Placebo","Mean SVI Derived From LVOT VTI at the End of the 5-hour Infusion of BMS-986231, Versus NTG | Mean LVEF, Computed by Simpson's Method at the End of the 5-hour Infusion of BMS-986231, Versus Placebo and NTG | Mean Cardiac Power Index at the End of the 5-hour Infusion of BMS-986231, Versus Placebo and NTG | Mean Diastolic Indices: E/A and E/e' Ratio at the End of the 5-hour Infusion of BMS-986231, Versus Placebo and NTG | Mean Diastolic Indices: Annular e' Velocity at the End of the 5-hour Infusion of BMS-986231, Versus Placebo and NTG | Mean LV Global Longitudinal Strain, Computed Using STE at the End of the 5-hour Infusion of BMS-986231, Versus Placebo and NTG",2017-10-31,,31168885,hfref_confirmed,HFrEF keyword in title/conditions,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT02966028,"A Double-blind, Randomised, Placebo-controlled Study to Assess the Effect of SNF472 on Progression of Cardiovascular Calcification on Top of Standard of Care in End-stage-renal-disease (ESRD) Patients on Hemodialysis (HD)",Effect of SNF472 on Progression of Cardiovascular Calcification in End-Stage-Renal-Disease (ESRD) Patients on Hemodialysis (HD),PHASE2,2016-11,2019-09,274,Change in Log CAC Volume Score From Baseline to Week 52 for the Combined Dose Groups vs Placebo,"Change in Log CAC Volume Score From Baseline to Week 52 for Each Dose Group (300 mg and 600 mg) vs Placebo | Change in Log CAC Agatston Score Between Baseline and Week 52 for Each Dose Group (300 mg and 600 mg) vs Placebo and for the Combined Dose Groups vs the Placebo Group | Number of Subjects With <15% Progression in CAC Agatston Score From Baseline to Week 52 for Each Dose Group and the Combined Dose Groups vs Placebo | Number of Subjects With >=15% Progression in CAC Agatston Score at Week 52 for Each Dose Group and the Combined Dose Groups vs Placebo | Change in Log Thoracic Aorta Calcification Volume Score Between Baseline and Week 52 for Each Dose Group (300 mg and 600 mg) vs Placebo and the Combined Dose Groups vs Placebo | Change in Log Thoracic Aorta Calcification Agatston Score Between Baseline and Week 52 for Each Dose Group (300 mg and 600 mg) vs Placebo and the Combined Dose Groups vs Placebo | Change in Log Aortic Valve Calcification Volume Score Between Baseline and Week 52 for Each Dose Group (300 mg and 600 mg) vs Placebo and the Combined Dose Groups vs Placebo | Change in Log Aortic Valve Calcification Agatston Score Between Baseline and Week 52 for Each Dose Group (300 mg and 600 mg) vs Placebo and the Combined Dose Groups vs Placebo | Number of Participants With the Composite Safety Endpoint (Cardiovascular Death, Nonfatal Myocardial Infarction, Non-fatal Stroke, Heart Failure or Non-fatal Cardiac Arrest. | Mortality Rate (All-cause) for Each Dose Group and Placebo",2016-11-15,,31707860,ambiguous,No ejection-fraction criteria found in available text,31707860,direct,High,"BACKGROUND: The high cardiovascular morbidity and mortality in patients with end-stage kidney disease could be partially caused by extensive cardiovascular calcification. SNF472, intravenous myo-inositol hexaphosphate, selectively inhibits the formation and growth of hydroxyapatite.
METHODS: This double-blind, placebo-controlled phase 2b trial compared progression of coronary artery calcium volume score and other measurements of cardiovascular calcification by computed tomography scan during 52 weeks of treatment with SNF472 or placebo, in addition to standard therapy, in adult patients with end-stage kidney disease receiving hemodialysis. Patients were randomized 1:1:1 to SNF472 300 mg (n=92), SNF472 600 mg (n=91), or placebo (n=91) by infusion in the hemodialysis lines thrice weekly during hemodialysis sessions. The primary end point was change in log coronary artery calcium volume score from baseline to week 52. The primary efficacy analysis combined the SNF472 treatment groups and included all patients who received at least 1 dose of SNF472 or placebo and had an evaluable computed tomography scan after randomization.
RESULTS: The mean change in coronary artery calcium volume score was 11% (95% CI, 7-15) for the combined SNF472 dose group and 20% (95% CI, 14-26) for the placebo group (P=0.016). SNF472 compared with placebo attenuated progression of calcium volume score in the aortic valve (14% [95% CI, 5-24] versus 98% [95% CI, 77-123]; P<0.001) but not in the thoracic aorta (23% [95% CI, 16-30] versus 28% [95% CI, 19-38]; P=0.40). Death occurred in 7 patients (4%) who received SNF472 and 5 patients (6%) who received placebo. At least 1 treatment-emergent adverse event occurred in 86%, 92%, and 87% of patients treated with SNF472 300 mg, SNF472 600 mg, and placebo, respectively. Most adverse events were mild. Adverse events resulted in discontinuation of SNF472 300 mg, SNF472 600 mg, and placebo for 14%, 29%, and 20% of patients, respectively.
CONCLUSIONS: Compared with placebo, SNF472 significantly attenuated the progression of coronary artery calcium and aortic valve calcification in patients with end-stage kidney disease receiving hemodialysis in addition to standard care. Future studies are needed to determine the effects of SNF472 on cardiovascular events. Registration: URL: https://www.clinicaltrials.gov; Unique identifier: NCT02966028.","The mean change in coronary artery calcium volume score was 11% (95% CI, 7-15) for the combined SNF472 dose group and 20% (95% CI, 14-26) for the placebo group (P=0.016). SNF472 compared with placebo attenuated progression of calcium volume score in the aortic valve (14% [95% CI, 5-24] versus 98% [95% CI, 77-123]; P<0.001) but not in the thoracic aorta (23% [95% CI, 16-30] versus 28% [95% CI, 19-38]; P=0.40). Death occurred in 7 patients (4%) who received SNF472 and 5 patients (6%) who received placebo. At least 1 treatment-emergent adverse event occurred in 86%, 92%, and 87% of patients treated with SNF472 300 mg, SNF472 600 mg, and placebo, respectively. Most adverse events were mild. Adverse events resulted in discontinuation of SNF472 300 mg, SNF472 600 mg, and placebo for 14%, 29%, and 20% of patients, respectively.",Raggi,2020,Circulation,"CT.gov RESULT reference PMID 31707860 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Clinical Trial, Phase II, Multicenter Study, Randomized Controlled Trial. Results section present.",,NCT02966028_31707860,0.4774,auto_major_switch
NCT02329834,"Open-label, Single-dose, Randomized, Two-way (Two-period) Crossover Study to Compare the Pharmacokinetics and Bioavailability of a Novel Furosemide Regimen Administered Subcutaneously Versus the Same Dose (80mg) Administered Intravenously in Subjects With Chronic Heart Failure",Crossover Study to Compare the Pharmacokinetics and Bioavailability of a Novel Furosemide Regimen Administered Subcutaneously vs. the Same Dose Administered Intravenously in Subjects With Chronic Heart Failure,"PHASE2, PHASE3",2015-04,2015-10,23,"Cmax | Tmax | AUClast | AUCinf | AUCext | λz | t 1/2 | Volume of Distribution, Terminal Phase | CL",,2014-12-22,,,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed match found (best Jaccard=0.234 below medium threshold 0.5). Manual review required.,FLAGGED_FOR_REVIEW,,,
NCT00684060,"A Phase II, Randomized, Controlled, Double-Blind Pilot Trial Evaluating the Safety and Effect of Administration of Bone Marrow Mononuclear Cells Two to Three Weeks Following Acute Myocardial Infarction",Use of Adult Autologous Stem Cells in Treating People 2 to 3 Weeks After Having a Heart Attack (The Late TIME Study),PHASE2,2008-07,2012-02,87,Global Left Ventricular Function | Regional Left Ventricular Function (Infarct Zone Wall Motion) | Regional Left Ventricular Function (Border Zone Wall Motion),Combined Endpoint | Left Ventricular Mass | End Diastolic Volume Index | End Systolic Volume Index | Infarct Volume,2008-05-22,,22084195,ambiguous,No ejection-fraction criteria found in available text,22084195,direct,High,"CONTEXT: Clinical trial results suggest that intracoronary delivery of autologous bone marrow mononuclear cells (BMCs) may improve left ventricular (LV) function when administered within the first week following myocardial infarction (MI). However, because a substantial number of patients may not present for early cell delivery, the efficacy of autologous BMC delivery 2 to 3 weeks post-MI warrants investigation.
OBJECTIVE: To determine if intracoronary delivery of autologous BMCs improves global and regional LV function when delivered 2 to 3 weeks following first MI.
DESIGN, SETTING, AND PATIENTS: A randomized, double-blind, placebo-controlled trial (LateTIME) of the National Heart, Lung, and Blood Institute-sponsored Cardiovascular Cell Therapy Research Network of 87 patients with significant LV dysfunction (LV ejection fraction [LVEF] ≤45%) following successful primary percutaneous coronary intervention (PCI) between July 8, 2008, and February 28, 2011.
INTERVENTIONS: Intracoronary infusion of 150 × 10(6) autologous BMCs (total nucleated cells) or placebo (BMC:placebo, 2:1) was performed within 12 hours of bone marrow aspiration after local automated cell processing.
MAIN OUTCOME MEASURES: Changes in global (LVEF) and regional (wall motion) LV function in the infarct and border zone between baseline and 6 months, measured by cardiac magnetic resonance imaging. Secondary end points included changes in LV volumes and infarct size.
RESULTS: A total of 87 patients were randomized (mean [SD] age, 57 [11] years; 83% men). Harvesting, processing, and intracoronary delivery of BMCs in this setting was feasible. Change between baseline and 6 months in the BMC group vs placebo for mean LVEF (48.7% to 49.2% vs 45.3% to 48.8%; between-group mean difference, -3.00; 95% CI, -7.05 to 0.95), wall motion in the infarct zone (6.2 to 6.5 mm vs 4.9 to 5.9 mm; between-group mean difference, -0.70; 95% CI, -2.78 to 1.34), and wall motion in the border zone (16.0 to 16.6 mm vs 16.1 to 19.3 mm; between-group mean difference, -2.60; 95% CI, -6.03 to 0.77) were not statistically significant. No significant change in LV volumes and infarct volumes was observed; both groups decreased by a similar amount at 6 months vs baseline.
CONCLUSION: Among patients with MI and LV dysfunction following reperfusion with PCI, intracoronary infusion of autologous BMCs vs intracoronary placebo infusion, 2 to 3 weeks after PCI, did not improve global or regional function at 6 months.
TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT00684060.","A total of 87 patients were randomized (mean [SD] age, 57 [11] years; 83% men). Harvesting, processing, and intracoronary delivery of BMCs in this setting was feasible. Change between baseline and 6 months in the BMC group vs placebo for mean LVEF (48.7% to 49.2% vs 45.3% to 48.8%; between-group mean difference, -3.00; 95% CI, -7.05 to 0.95), wall motion in the infarct zone (6.2 to 6.5 mm vs 4.9 to 5.9 mm; between-group mean difference, -0.70; 95% CI, -2.78 to 1.34), and wall motion in the border zone (16.0 to 16.6 mm vs 16.1 to 19.3 mm; between-group mean difference, -2.60; 95% CI, -6.03 to 0.77) were not statistically significant. No significant change in LV volumes and infarct volumes was observed; both groups decreased by a similar amount at 6 months vs baseline.",Traverse,2011,JAMA,"CT.gov RESULT reference PMID 22084195 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Multicenter Study, Randomized Controlled Trial. Results section present.",,NCT00684060_22084195,0.5533,llm
NCT02696967,"A Randomized, Subject and Investigator-blind, Placebo-controlled Study of CLR325 in Chronic Stable Heart Failure Patients",A Study of CLR325 in Chronic Stable Heart Failure Patients.,PHASE2,2016-05-17,2019-01-14,26,"Number of Patients With Adverse Events, Serious Adverse Events and Death","Pharmacokinetic of CLR325 and CQJ295: Area Under the Plasma Concentration-time Curve From Time Zero to 18 Hours (AUC0-18hr) | Pharmacokinetic of CLR325 and CQJ295: Area Under the Plasma Concentration-time Curve From From Time Zero to 28 Hours (AUC0-28hrs) | Pharmacokinetic of CLR325 and CQJ295: Area Under the Plasma Concentration-time Curve From Time Zero to Infinity (AUCinf) | Pharmacokinetic of CLR325 and CQJ295: Area Under the Plasma Concentration-time Curve From Time Zero to the Last Quantifiable Concentration (AUClast) | Pharmacokinetic of CLR325: Clearance From Plasma (CL) Following Drug Administration | Pharmacokinetic of CLR325 and CQJ295: Observed Maximum Plasma Concentration Following Drug Administration at Steady State (Cmax,ss) | Pharmacokinetic of CLR325 and CQJ295: Terminal Elimination Half-life (T1/2) | Pharmacokinetic of CLR325 and CQJ295: Time to Reach the Maximum Concentration After Drug Administration (TMax) | Pharmacokinetic of CLR325: Volume of Distribution at Steady State Following Intravenous Administration (Vss) | Pharmacokinetic of CLR325 and CQJ295: Amount of Drug (or Defined Metabolite) Excreted Into the Urine From Time (Ae 0-28 Hours) | Pharmacokinetic of CLR325 and CQJ295: Renal Clearance From Plasma (CLr) Following Drug Administration | Number of Patients With Increase in Anti-CLR325 and Anti-apelin Antibodies in Serum",2016-02-26,,,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT01391507,"COR-1, an Anti-Beta1 Receptor Antibody Cyclopeptide in Heart Failure: a Phase II, Multicentre, Randomised, Double-Blind and Placebo-Controlled Study With Parallel Groups",Pilot Study of COR-1 in Heart Failure,PHASE2,2011-10,2013-08,36,Change From Baseline in Left Ventricular Ejection Fraction (LVEF) at Month 6,Change From Baseline in Local Left Ventricular Ejection Fraction (LVEF) at Month 9 | Change From Baseline in N-Terminal Pro B-Type Natriuretic Peptide (NT-ProBNP) Level at Month 6 | Change From Baseline in Central Transmitral Flow Velocity Time Integral (VTI) at Month 6 | Change From Baseline in Central Tissue E-Wave Doppler Mitral Annular Velocity at Month 6 | Change From Baseline in Distance Walked During Six-minute Walk Test at Month 6 | Number of Participants With New York Heart Association (NYHA) Classification of Disease Progression | Change From Baseline in Minnesota Living With Heart Failure Questionnaire Score at Month 6 | Change From Baseline in Holter Electrocardiography (ECG) Parameters (Heart Rate) at Month 6 | Number of Participants With Holter Electrocardiography (ECG) Parameters,2011-07-04,,,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT03423342,"Safety and Tolerability of the Nutritional Supplement, Nicotinamide Riboside, in Systolic Heart Failure",Nicotinamide Riboside in Systolic Heart Failure,"PHASE1, PHASE2",2016-05-19,2019-06-30,30,Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability),On-Trial Change in Whole Blood NAD+ Levels | Number of Participants With Abnormal Laboratory Values and/or Adverse Events That Are Related to Treatment | Effect of NR on Change in Mitochondrial Function (Maximal Oxygen Consumption Rate),2017-04-11,,36644285,mixed_flag,HFrEF keyword in title/conditions; HFpEF keyword detected,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT00497146,The PRIMO Study: Paricalcitol Capsules Benefits in Renal Failure Induced Cardiac Morbidity in Subjects With Chronic Kidney Disease Stage 3/4,The PRIMO Study: Paricalcitol Capsules Benefits Renal Failure Induced Cardiac Morbidity in Subjects With Chronic Kidney Disease Stage 3/4,PHASE3,2008-02,2012-03,227,Change From Baseline in Left Ventricular Mass Index (LVMI) Over 48 Weeks Measured by Cardiac Magnetic Resonance Imaging (MRI),Change in Diastolic Mitral Annular Relaxation Velocity (E') | Change in Ratio of Peak E Wave Velocity to Lateral E Wave Velocity (E/E') | Change in E-wave Deceleration Time (DT) | Change in Isovolumetric Relaxation Time (IVRT) | Change in Left Atrial Volume | Change in Plasma Triiodothyronine (T3) | Change in Interleukin-6 (IL-6) | Change in Troponin-T | Change in B-type Natriuretic Peptide (BNP) | Change in High Sensitivity C-reactive Protein (hsCRP) | Change in Progression of Thoraco-abdominal Aortic Plaque Volume | Change in Progression of Thoraco-abdominal Aortic Wall Volume | Change in Progression of Aortic Compliance | Change in Progression of Left Ventricular End-systolic Volume Index | Change in Progression of Left Ventricular End-diastolic Volume Index | Change in Progression of Left Ventricular Ejection Fraction,2007-07-03,,18591942,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
